Bilan;Nombre de bières totales :;Nombre de bières blondes :;Nombre de bières blanches :;Nombre de bières brunes :;Nombre de bières IPA :;Nombre de bières de soif :;Note maximale :;Note minimale :;Moyenne des notes :
Bilan global;176;122;32;5;39;11;4.5;0;2
