#;Date;Catégorie;Type;Document;Style de document;Infos complémentaires;Document traité ?;Fichier PDF;Fichier Photo 1;Fichier Photo 2;Fichier Photo 3;Fichier Photo 4;Fichier Photo 5;Classe
1;45644.82050925926;RIB;Document;RIB Teddy CA;PDF;;;Administratif_Files_/2.Fichier PDF.184312.pdf;;;;;;Perso
2;45644.82166666666;RIB;Document;RIB Sarah CA;PDF;;;Administratif_Files_/3.Fichier PDF.184333.pdf;;;;;;Perso
3;45644.82193287037;RIB;Document;RIB Compte Commun CA;PDF;;;Administratif_Files_/4.Fichier PDF.184355.pdf;;;;;;Perso
4;45644.82215277778;RIB;Document;RIB TC Pro CA;PDF;;;Administratif_Files_/5.Fichier PDF.184416.pdf;;;;;;Perso
5;45721.819861111115;Factures;Document;Facture Cafetière Delonghi;PDF;;;Administratif_Files_/6.Fichier PDF.184140.pdf;;;;;;Maison
6;45721.83193287037;Factures;Document;Facture électricité Tessier Guerande;PDF;;;Administratif_Files_/7.Fichier PDF.185843.pdf;;;;;;Maison
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
